"2","Rookie Leads Falcons Past Vikings 27-24 (AP)","AP - The quarterback for the Atlanta Falcons appeared comfortable in the new West Coast offense, calmly using his mobility to avoid pressure and then finding open receivers."
"2","Phillies Top Brewers 4-2 to Stop Skid (AP)","AP - Jim Thome and Bobby Abreu homered and Eric Milton pitched seven solid innings as Philadelphia ended a seven-game losing streak with a 4-2 victory over the Milwaukee Brewers on Friday night."
"2","Davenport Advances at Ohio Tournament (AP)","AP - Top-seeded Lindsay Davenport cruised past seventh-seeded Flavia Pennetta 6-2, 6-2 on Friday in the quarterfinals of the Western and Southern Women's Open."
"2","Ortiz Stifle Yankees","Ramon Ortiz pitched four-hit ball for eight stellar innings to lead the Anaheim Angels over the Yankees."
"1","Wide U.S. Inquiry Into Purchasing for Health Care","The case appears to be focused on whether hospitals are fraudulently overcharging Medicare and other programs for goods."
"1","Musharraf #39;s one-way deal is just the ticket","NO WONDER that President Musharraf is pleased with his trip to London yesterday and Washington at the weekend. He has been fted as the chief ally in the War on Terror, a third implicit "
"2","Cards Top Pirates 5-3 to Sweep Twinbill (AP)","AP - Scott Rolen became the third St. Louis player to hit 30 homers this season and Chris Carpenter set a career best with his 13th win, leading the Cardinals over the Pittsburgh Pirates 5-3 Friday night to complete a day-night doubleheader sweep."
"1","Japan Tropical Storm Death Toll Hits 13 (AP)","AP - Tropical storm Megi swept out to sea beyond northern Japan on Friday, leaving behind an arc of destruction that killed 13 people, left hundreds homeless and cut off power to tens of thousands, officials said."
"3","Stocks End Week on High Note","Despite rising oil prices, U.S. stocks this week had their biggest rally since October, as investors reacted to some positive economic indicators, the easing of tensions in Iraq and Google Inc.'s unexpectedly strong performance after going public."
"3","Hundreds Report Watch-List Trials","For more than a year and a half, Rep. John Lewis has endured lengthy delays at the ticket counter, intense questioning by airline employees and suspicious glances by fellow passengers."
"1","N. Irish deal hangs on IRA arms photos","Anglo-Irish attempts to seal a lasting political settlement in Northern Ireland hinge on whether the IRA will allow pictures to be taken of their weapons being destroyed."
"3","Prominent Eatery Seeks Chapter 11 Protection","Galileo, the 21st Street restaurant that's a landmark in Washington cuisine and a frequent gathering place for the rich and powerful, filed for bankruptcy reorganization this week in the face of nearly \$2.5 million in debts, including a claim by the District for more than \$1 million in unpaid taxes and penalties."
"1","Tensions Escalate Between Israel, Iran","JERUSALEM - Iran threatened this week to attack Israel's nuclear facilities. Israel ominously warned that it ""knows how to defend itself."" Tensions between the two arch enemies have suddenly escalated, underlining the other great enmity that has been bubbling on the sidelines of the Arab-Israeli conflict for more than two decades..."
"2","NBA Jazz activate Spanish guard Lopez (AFP)","AFP - Utah Jazz point guard Raul Lopez, a Spaniard who has missed the past two months while battling torn right knee ligaments, was activated by the National Basketball Association club."
"2","Eagles Beat Ravens 26-17 but Lose Runner (AP)","AP - Terrell Owens caught Donovan McNabb's long pass in stride, raced into the end zone, put his hands on his hips, stared at the crowd and nodded his head."
"1","Four Dead After Attack on Homeless Man (AP)","AP - Four homeless men were bludgeoned to death and six were in critical condition on Friday following early morning attacks by unknown assailants in downtown streets of Sao Paulo, a police spokesman said."
"2","Expos Lose Johnson, Armas to Injuries (AP)","AP - Montreal Expos first baseman Nick Johnson was hit on the side of the head by a hard grounder and was carried off the field on a stretcher Friday night."
"1","Chavez Urges Foes to Accept Defeat, Scoffs at Fraud"," CARACAS, Venezuela (Reuters) - Venezuelan President Hugo  Chavez on Friday urged his opponents to recognize his recall  referendum victory and pledged dialogue even with his ""most  bitter enemies"" to heal the country's deep political divisions."
"3","With Boxing Show, Fox Makes Quick Move, but Judge Reacts","The Fox network tried to move the premiere of ""The Next Great Champ"" to the day before a hearing, but the judge moved the hearing to the day of the premiere."
"2","Yankees Are Powerless, and Stadium Was, Too","The big scoreboards at Yankee Stadium went dark in the seventh inning Friday night, not that the Yankees were lighting them up, anyway."
"3","2 Ex-I.R.S. Lawyers' Licenses Suspended for Misconduct","The law licenses of two former Internal Revenue Service lawyers have been suspended after they defrauded the courts so that the I.R.S. could win 1,300 tax shelter cases."
"1","Chinese Advocates of Reform Seek Help From Deng's Spirit","China's retired elders are using the 100th anniversary of Deng Xiaoping's birthday to emphasize the urgency of political reform."
"2","Dolphins Want Pay Back","The Miami Dolphins have asked Ricky Williams to return \$8.6 million they say the running back owes the team because he has decided to retire."
"2","Cink Leads Soaking NEC","Leader Stewart Cink played eight holes Friday morning to polish off a first-round 7-under 63 at the NEC Invitational and was at 8 under when play was suspended."
"2","AND1 Mix Tape Tour Hop-Steps Into MCI Tonight","The AND 1 Mix Tape Tour, whose emphasis on dunks over defense and trash-talk over chalk talk has vaulted AND1 from being a niche clothing line to a major athletic apparel manufacturer, culminates tonight at MCI Center. Attendance for the tour is up 30 percent this year, averaging about 7,000 spectators per game. About 10,000 are expected at tonight's event, which begins at 7:30."
"2","Austin Relieved His Head Wasn't Shouldering a Problem","Potomac Cannons right-handed pitcher Jeff Austin said he thought we was a head case after several horrendous outings with the  big league club in Cincinnati last May."
"2","Towers Stumps O's Again","Former Oriole Josh Towers beats the O's for the second time in a week after allowing one run and seven hits in 5 1-3 innings as the Blue Jays triumph, 14-4, on Friday."
"1","Corelli author loses plot in summerhouse theft (Reuters)","Reuters - Louis de Bernieres, author of the best-selling novel ""Captain Corelli's Mandolin"", faces having\to rewrite the first four chapters of his new novel because his computer was stolen from his summerhouse."
"1","Sadr Militiamen Still in Control of Iraq Shrine"," NAJAF, Iraq (Reuters) - Rebel Shi'ite fighters appeared  still to be in control of the Imam Ali mosque in the Iraqi city  of Najaf, but the whereabouts of their leader, the fiery cleric  Moqtada al-Sadr, were unknown on Saturday."
"2","McGahee: Play Me or Trade Me","Running back Willis McGahee has asked the Buffalo Bills to trade him if he is not their starter on opening day, a source told The Associated Press on Friday."
"2","Ortiz Stones Yankees","Ramon Ortiz pitched four-hit ball for eight stellar innings and led the Anaheim Angels over the New York Yankees, 5-0, on Friday."
"4","Moveon.org subscribers exposed","Dozens of the political action committee's subscriber pages revealed by simple Google search."
"1","Vietnam Vets in Hanoi Back Kerry with T-Shirts (Reuters)","Reuters - With the U.S. presidential race taking a\decidedly bitter turn over John Kerry's Vietnam war record,\U.S. veterans in Hanoi are selling T-shirts supporting his run\for the White House."
"3","U.S. Begins Criminal Probe on Riggs-Paper"," WASHINGTON (Reuters) - The U.S. Justice Department has  begun a criminal investigation into possible wrongdoing at  Riggs Bank, The Washington Post reported on Saturday, citing a  letter from the U.S. attorney for the District of Columbia to  federal bank regulators."
"3","U.S. Begins Criminal Probe on Riggs-Paper (Reuters)","Reuters - The U.S. Justice Department has\begun a criminal investigation into possible wrongdoing at\Riggs Bank, The Washington Post reported on Saturday, citing a\letter from the U.S. attorney for the District of Columbia to\federal bank regulators."
"1","Phelps Gets Five Golds, Then Steps Aside","ATHENS, Greece - Michael Phelps doesn't mind making history while sitting in the stands. The man who dominated the attention at the Olympic pool gave up a coveted spot on the 400-meter medley relay team to Ian Crocker..."
"2","Dodgers Beat the Braves 3-2 in 11 Innings (AP)","AP - Adrian Beltre tied the game in the ninth inning with a home run off John Smoltz and won it in the 11th with his major league-leading 38th homer, giving the Los Angeles Dodgers a 3-2 victory over the Atlanta Braves on Friday night."
"2","Pettersen in Lead at Wendy's LPGA (AP)","AP - A steady downpour didn't qualify as bad weather to Suzann Pettersen. Playing through heavy showers was fine to Pettersen, who took a one-stroke lead Friday at the Wendy's Championship for Children. More than an inch of rain pounded Tartan Fields Golf Club, suspending play late in the afternoon  #151; as was the case in the first round."
"3","Oil Price Comes Close to \$50 but Then It Stages a Retreat","il prices climbed nearer to \$50 a barrel yesterday before retreating, as traders reacted to reports on the conflict in Iraq, concerned that growing unrest might interrupt crude oil exports. "
"3","Grokster Wins Legal Victory over Copyrights","Hollywood and the entertainment industry were set back by a legal decision that was favorable to Internet file-sharing company Grokster. The 9th US Circuit Court of Appeals ruled Thursday in San Francisco that distributors of ..."
"3","Good for Google","GOOGLE #39;S INITIAL public stock offering, for all the talk about its unusual auction and the missteps of company executives, has produced a desirable outcome. The stock, fairly priced at \$85 a share for the 19.6 million shares, has generated a reasonable ..."
"3","Rival has deal for mall owner","WASHINGTON - Rouse Co., the once-visionary real estate firm that founded the city of Columbia, Md., and revitalized Harborplace in Baltimore, is being acquired for \$7.2 billion in cash by General Growth Properties, a Chicago-based owner ..."
"3","FCC Adds 6 Months to Local Phone Line Rules","The Federal Communications Commission yesterday released a set of stop-gap rules governing local phone competition that requires regional telephone companies to continue leasing their lines to rivals at discounted rates for six months. "
"3","US Begins Criminal Probe on Riggs-Paper","WASHINGTON (Reuters) - The US Justice Department has begun a criminal investigation into possible wrongdoing at Riggs Bank, The Washington Post reported on Saturday, citing a letter from the US attorney for the District of Columbia to federal bank ..."
"3","Dallas firm interested in buying Cyberonics","Cyberonics, the maker of a device that treats epilepsy, has nabbed the attention of a buyer. Advanced Neuromodulation Systems of Dallas said Friday it has acquired 15 percent of the company and added that it may want to buy it ..."
"3","Sir Martin Sorrell  #39;very impressed #39; with US group","Sir Martin Sorrell, chief executive of WPP, yesterday declared he was  quot;very impressed quot; with Grey Global, stoking speculation WPP will bid for the US advertising company. "
"3","Arch Coal completes Triton deal","SAN FRANCISCO (CBS.MW) - Arch Coal said it completed its \$364 million acquisition of Triton Coal Friday, hours after a Federal Court turned down efforts by the Federal Trade Commission to block the deal. "
"3","Bay Street gets a boost from gold and technology sectors","Toronto stocks closed higher yesterday, notching their first winning week in three as technology and gold issues teamed up to boost the market. "
"3","Oil Prices Inch Back Down","Oil prices fell below \$48 a barrel as tensions between US forces and rebel fighters in Iraq eased, raising hopes that attacks against the country #39;s oil infrastructure would subside. US light crude for September delivery settled at \$47.86 on the New York ..."
"3","Airways pilots extend talks","Pilots for US Airways are continuing to negotiate this weekend over the Arlington airline #39;s demand for a 16.5 percent pay cut, despite a warning from management that negotiations should have concluded yesterday. "
"3","Viacom could consider acquiring Midway Games","LOS ANGELES  Media conglomerate Viacom is considering entering the video game business and could acquire Midway Games, Viacom chief Sumner Redstone, who owns a controlling stake in Midway, said in a regulatory filing Friday. "
"3","Marvell Posts 54 Increase in Earnings","Shares of the Marvell Technology Group gained yesterday after the company said second-quarter earnings tripled as revenue rose 54 percent. "
"2","Woods looks like he #39;ll stay No. 1 _ for now","Stewart Cink was atop the leaderboard, and David Toms had the lead in the clubhouse. But with only 24 players completing second-round play in the rain-delayed NEC Invitational, it was hard to tell who had control. "
"2","Bekele begins reign as world #39;s distance-running king","With a breathtaking final 400 meters late Friday night, the 22-year-old Ethiopian laid claim to the Olympic 10,000-meter throne previously occupied by his countryman Haile Gebrselassie. "
"2","Mets give up six in first, can #39;t struggle back","SAN FRANCISCO (AP) -- Noah Lowry has pitched so well that Felipe Alou now counts on the rookie to win every time out -- a standard the San Francisco skipper held only for ace Jason Schmidt in the past. "
"2","Compete against your friends, SI experts and celebrities in this pro football pickoff","PHILADELPHIA -- In his own inimitable fashion, Terrell Owens made it quite clear during the offseason that, all in all, he #39;d rather be in Philadelphia. He squawked long and loud, and eventually whined his way out of Baltimore. "
"2","Cubs Blast Six Homers in Astros Mauling","NEW YORK (Reuters) - Mark Grudzielanek hit two of Chicago #39;s six home runs and Glendon Rusch pitched seven strong innings to lift the Chicago Cubs to a 9-2 pasting of the Astros in Houston on Friday. "
"2","Rangers beat Royals for seventh straight","KANSAS CITY, Mo. - If his inconsiderate neighbor would just lose that noisy alarm clock, there #39;s no telling how many home runs David Dellucci might hit. "
"2","Overton beats hometown favorite","On a day when it would #39;ve been easy to lose, Evansville #39;s Jeff Overton instead advanced to the semifinals of the 104th US Amateur Championship. "
"2","Ortiz shines in Angels win","Ramon Ortiz pitched eight shutout innings as Adam Kennedy and Garret Anderson homered to lead the Anaheim Angels to a 5-0 road win over the New York Yankees on Friday. "
"2","Major League Baseball to Create Channel","OS ANGELES, Aug. 20 (Reuters) - Major League Baseball has approved the creation of a national cable television channel devoted to the sport, but regular-season games may be confined to the bench for the network #39;s first year, a top league ..."
"2","Schaub Rallies Falcons","Matt Schaub threw one of his three touchdown passes to first-round pick Michael Jenkins as the Atlanta Falcons rallied for a 27-24 victory over the Minnesota Vikings in a pre-season game. "
"2","Red Sox Bash White Sox 10-1 (AP)","AP - After struggling for three months, the Boston Red Sox are getting hot. Curt Schilling allowed three hits in seven shutout innings for his 15th win and Manny Ramirez hit a grand slam to lead Boston over the Chicago White Sox 10-1 Friday night."
"2","The Bad Overshadows Good in Eagles Win (AP)","AP - Correll Buckhalter's injury overshadowed Terrell Owens' spectacular debut with the Philadelphia Eagles. Owens caught an 81-yard TD pass from Donovan McNabb on Philadelphia's first play, and rookie J.R. Reed returned a kickoff 88 yards for a score, leading the Eagles over the Baltimore Ravens 26-17 in a preseason game Friday night."
"4","IE Flaw Affects Windows XP SP2 Systems","The  quot;highly criticial quot; vulnerability affects Internet Explorer 5.01, 5.5, and 6 on fully patched PCs running either Windows XP SP1 or the newer SP2. "
"4","Hollywood to grab stardust for Nasa","PASADENA (California) - Hollywood stunt pilots and Nasa scientists are teaming up to snatch a capsule full of stardust as it parachutes back to Earth next month. "
"4","Apple Announces Voluntary Recall of Powerbook Batteries","Apple, in cooperation with the US Consumer Product Safety Commission (CPSC), announced Thursday a voluntary recall of 15 quot; Aluminum PowerBook batteries. The batteries being recalled could potentially overheat, though no injuries relating ..."
"4","Learning to write with classroom blogs","Last spring Marisa Dudiak took her second-grade class in Frederick County, Maryland, on a field trip to an American Indian farm. "
"4","E-Commerce Sales Rise in Second Quarter","WASHINGTON (Reuters) - US retail sales over the Internet rose 0.9 percent in the second quarter of 2004 and gained 23.1 percent compared with the same period last year as consumers continued to turn to e-commerce to make purchases, a government report ..."
"4","Lonely town holds view of space #39;s deep corners","Sutherland, South Africa - It #39;s a 60-mile drive off the main highway in South Africa #39;s Northern Cape to this 19th century wool-producing town, but the desert landscape is so desolate it can feel as if the distance is 6,000 miles. The narrow ..."
"4","Moveon.org subscriber-data leaked through search","Subscribers to Moveon.org #39;s mailing lists may have found their interest in the anti-Bush political site a matter of public record. "
"4","Good-looking, Lightweight  #39;Push-to-Talk #39; Phone for Business Users","You #39;ll either love or hate the metallic copper-tone case, but for us it is a welcome break from the generic silver or gray phones that everyone seems to have. (A silver version is also available, for the more timid.) Although by no means ..."
"4","AMD using strained silicon on 90-nanometer chips","Advanced Micro Devices (AMD) will implement the strained silicon manufacturing technique on its upcoming 90-nanometer processors as well as 130-nanometer processors released this quarter, an AMD spokesman said Friday. "
"4","Phone company replies to man 28 years later","A Romanian man #39;s had a reply from the country #39;s state phone company 28 years after asking them to install a phone. Gheorghe Titianu from the northern town of Suceava said he was delighted when he saw the letter. However, the letter was simply ..."
"4","Blackberry in sync with Apple computers","Information Appliance Associates, a software developer, announced the release of an application synchronizing Research In Motion #39;s (RIM) BlackBerry mobile devices with Apple #39;s Mac OS X. "
"1","Australian opposition leader released from hospital (AFP)","AFP - Australian opposition leader Mark Latham was released from hospital Saturday after suffering from an inflamed pancreas in the lead up to national elections."
"1","Kerry Tries to Counter Impact of Criticism","WASHINGTON - Attacks on John Kerry's war record may be beginning to have an impact, polls suggest, amid raised voices and new TV ads on a subject at least temporarily dominating debate in the close presidential race.    Democrats are laboring to deflect the questioning of Kerry's record with fresh ads touting his fitness for national command, even as the White House mocks the Massachusetts senator as ""losing his cool"" over claims he lied to win military medals in Vietnam..."
"1","Captors treat journalist well #39;","An American freelance journalist with New England ties was shown in a video on al-Jazeera TV saying he is being treated well, #39; #39; while an aide to Iraqi Shiite leader Muqtada al-Sadr said Micah Garen may be released soon. "
"1","Lab finds deadly H5N1 virus in pigs in China","BEIJING - Chinese researchers have made the first-ever discovery of a lethal strain of bird flu in pigs, sparking concerns that the virus may mutate into an even deadlier strain and cause a new epidemic in Asia. "
"1","Maoist blockade of Kathmandu continues","Bombs have exploded in Nepal #39;s capital Kathmandu in the third day of a Maoist rebel blockade which is choking the passage of supplies to the city. "
"1","Make aid a demilitarized zone","OXFORD, England A year ago Thursday, I was visiting the United Nations headquarters in Baghdad with my good friend, Arthur Helton, a human rights lawyer, to investigate the human costs of the war and its aftermath. We were sitting with Sergio Vieira de ..."
"1","Muslim Nations Urged to Meet About Najaf by Iran Leader","EHRAN, Aug. 20 -President Mohammad Khatami has called on Muslim countries to hold an emergency summit meeting to help stop the violence between American forces and Shiite militiamen in Najaf, the official news agency, IRNA, reported ..."
"1","Fire stops production at Bridgestone #39;s biggest tire plant in Japan","TOKYO : Production at Bridgestone #39;s biggest tire plant in Japan remained suspended a day after a fire broke out at a rubber refining facility, a company spokesman said. "
"1","Australia Considers Stockpiling Crude Oil, Australian Reports","Aug. 21 (Bloomberg) -- Australia #39;s government is considering stockpiling crude oil or refined petroleum products to protect the country from disruption to oil imports, the Australian reported. "
"1","China Invokes Deng to Send Tough Taiwan Message","BEIJING (Reuters) - China invoked late leader Deng Xiaoping on Saturday in its campaign to recover Taiwan, lauding his proposal to recover the island by a  quot;one country, two systems quot; formula but saying he never gave up the threat of force. "
"2","Utes D coordinator has two offers","SALT LAKE CITY -- Defensive coordinator Kyle Whittingham is deciding whether to stay at University of Utah and accept its head coaching job or take a rival offer from Brigham Young University."
"1","Expedition Aims to Find Lost Slave Ship (AP)","AP - Archaeologists are set to begin an expedition this month in hopes of finding a Spanish ship that wrecked along the jagged reefs off the Turks and Caicos Islands in 1841 carrying a cargo of African slaves."
"3","Rate of oil exploration slows","WASHINGTON -- Despite record oil prices and strong projected demand from China and the United States, major oil firms are skimping on their exploration budgets and pocketing big profits while waiting out the storm of high prices, oil analysts say."
"3","New Fan Pier owners may take on partners","The prospective new owners of Boston's Fan Pier said yesterday they would not rule out selling sections or taking on partners to develop nonresidential components of the 3 million-square-foot project."
"3","Firm buys Rouse in \$12.6b deal ","A Boston landmark changed hands yesterday, as the Rouse Company , the developer and owner of Faneuil Hall Marketplace, agreed to be purchased by General Growth Properties Inc. of Chicago."
"3","Changes at the Herald","THE REGION The Boston Herald named business columnist Cosmo Macero Jr. editor of its business section, replacing Ted Bunker, a nine-year Herald veteran, who has left the newspaper to  quot;pursue other opportunities, quot; according to a Herald statement. Macero, 37, will continue to write a regular business column. Herald editorial director Ken Chandler said Macero was promoted  quot;to make the section ..."
"3","Mass. job growth highest since  #146;00 ","Massachusetts bucked the national hiring slowdown in July as the state posted its biggest monthly job gains in nearly four years and manufacturing employment surged."
"3","Giving back in a big way","WOBURN -- Few developers could build a commercial property empire of 74 debt-free office, industrial, retail, and research buildings valued at about \$800 million. Even fewer would then give most of it away."
"2","NL notables","Expos first baseman Nick Johnson was hit on the side of the head by a hard grounder in the third inning and was carried off the field on a stretcher. Johnson immediately went down face first onto the infield. The Expos said Johnson never lost consciousness and was taken to the hospital for X-rays. The Expos' starting pitcher, Tony Armas ..."
"2","Rose owes almost \$1m in back taxes","PLANTATION, Fla. -- Pete Rose owes almost \$1 million in federal back taxes, but he is making monthly payments on the debt, his representative said yesterday."
"2","Car accident can't keep coach away","SOUTH WILLIAMSPORT, Pa. -- Randy Hien has spent more than two decades managing Little League baseball, and he wasn't going to miss the Lincoln (R.I.) All-Stars team's trip to the Little League World Series, even though a recent car accident nearly killed him."
"2","Red Sox: Burly effort","CHICAGO -- A year ago last night, Kevin Millar emblazoned a new slogan in the New England lexicon and the Red Sox began to turn around their season. Millar responded to waning support for the Sox after they lost 11 of their first 19 games in August by declaring,  quot;I want to see somebody Cowboy Up and stand behind this ..."
"2","Ralston's position? Whatever it takes","FOXBOROUGH -- Steve Ralston will be in the Revolution's starting lineup tonight against Kansas City, but his position is a mystery. Ralston has played more MLS games (271) than anyone, until recently nearly all of those matches in the same role, but Ralston has moved into three midfield positions and displayed some of his most impressive performances at right back ..."
"2","Everhart won't join Huggins","The merry-go-round future of Northeastern men's basketball coach Ron Everhart slowed down, at least temporarily, yesterday when Everhart decided not to pursue a position as an assistant on Bob Huggins's staff at the University of Cincinnati."
"2","Eagles apply some more polish","Far from being a finished product after its first preseason scrimmage last Monday, Boston College's football team continued to polish its game in its second scrimmage last night at Alumni Stadium, despite a 45-minute delay because of lightning and torrential rain."
"2","Toms not all wet at NEC","David Toms finished at 4-under-par 66 just ahead of a downpour yesterday during the second round of the NEC Invitational in Akron, Ohio, leaving him the clubhouse leader."
"2","Mass. girls defend","NORTH ANDOVER -- Massachusetts defended its Hockey Night in Boston Girls Summer Showcase title yesterday with a 9-3 victory over Minnesota in the championship game at Merrimack College."
"1","As Milosevic turns 63, UN judges seek to get trial back on track","THE HAGUE -- Slobodan Milosevic spent a fourth birthday in UN custody yesterday, his war crimes trial at a standstill because of his fragile health and his judges facing a dilemma on how to get it going again."
"1","Israel #146;s AG suggests changes to barrier ","JERUSALEM -- Israel risks international sanctions and other serious diplomatic repercussions surrounding the barrier it is building in the West Bank and must be prepared to make further changes in the route, the nation's attorney general has warned in a report."
"1","Hostage says he #146;s being treated well ","BAGHDAD -- A US journalist with Boston-area ties who was abducted by militants in Iraq and threatened with death said in a video aired yesterday that his captors were treating him well, while an Italian journalist also was reported missing in the war-torn country."
"2","Capital professor lands lead role with UK Athletics","EDINBURGH University professor Dave Collins was today appointed as the new performance director of UK Athletics. The ex-Royal Marine, who has worked with competitors across a range of sports in the Capital "
"1","On Tape, Abducted Reporter Says He's OK (AP)","AP - A U.S. journalist abducted by militants in Iraq and threatened with death said in a video aired Friday that his captors were treating him well, while an Italian journalist also was reported missing in the war-torn country."
"1","Fourth gold for Pinsent","Great Britain's Matthew Pinsent claims his fourth Olympic gold as the men's coxless four triumph in a photo finish."
"1","Across New York, a Death Penalty Stuck in Limbo","A ruling by New York's highest court on the state's death penalty law has complicated the job of prosecutors and left the fate of inmates uncertain."
"4","Golden mask sensational #39;","SHIPKA, BulgariaA Bulgarian archaeologist has unearthed a 2,400-year-old golden mask in the tomb of an ancient Thracian king  a find he says is unrivalled in the study of classical antiquity. "
"2","Greece Soul Searches, Phelps Nears Record"," ATHENS (Reuters) - Greece, an ancient nation, searched its  soul over a new doping scandal on Saturday while Michael  Phelps, a fresh-faced American teenager, prepared to enter the  Olympic record books without having to swim a stroke. The  Olympics started its eighth day with 32 gold medals up for  grabs in what has been dubbed Super Saturday."
"1","Liquor Inhaler Debuts Alcohol-Free in NYC","NEW YORK - Fruit-infused water and Gatorade - not vodka and whiskey - were the inhalants offered at the Manhattan debut of a controversial new device that lets drinkers take vaporized shots of alcohol, and opponents want to make sure the machines stay liquor-free.    The machine, the Alcohol Without Liquid vaporizer, or AWOL, lets its users inhale liquor by mixing it with pressurized oxygen..."
"2","Fourth gold for Pinsent","Britain's Matthew Pinsent claims his fourth Olympic gold as the men's coxless four triumph in a photo finish."
"2","Phelps #39; gesture is worth a million","Just when we thought the kid couldn #39;t do anything more to amaze us, he raised the bar Friday night and did it without putting a hand in the water. "
"2","I couldn #39;t stop Woodgate - Newcastle boss Robson","Newcastle United boss Sir Bobby Robson admits he is stunned at the speed of Jon Woodgate #39;s move to Real Madrid. "
"2","Greek jubilation no myth in  #39;Peg","Despite sluggish ticket sales and a scandal involving their star athletes, members of Winnipeg #39;s Greek community are still thrilled Greece is hosting this year #39;s Olympic Games.  quot;There #39;s a lot of excitement, quot; said Chris Iacovidis, president of the Greek ..."
"2","Sox cruise past Chicago","CHICAGO --- Elvis didn #39;t leave the building on Friday night, but Manny Ramirez and Orlando Cabrera both did. And Curt Schilling left the Chicago White Sox feeling  quot;all shook up. quot; ..."
"2","Wily Devers snares spot in semifinals","ATHENS -- The US women #39;s trio of 100-meter sprinters, including five-time Olympian Gail Devers, all raced into the semifinals with strong, controlled performances yesterday in the debut of the track and ..."
"2","Wambach #39;s boot boosts US into semifinals","THESSALONIKI, Greece -- Abby Wambach will never score an easier goal. From 1 foot away, she tapped the ball into the net and put the United States into the Olympic semifinals. "
"2","In a flash, Escobedo's dream is over","ATHENS -- Vicente Escobedo learned a hard lesson yesterday at Peristeri Boxing Hall. He learned you have to be ready when your moment arrives or you will chase your dream all night without ever reaching it."
"2","'Style' scores in Spa feature","SARATOGA SPRINGS, N.Y. -- Sense of Style lived up to her billing as the odds-on favorite and drew off through the stretch for a 6 3/4-length victory in the \$250,000 Spinaway Stakes at Saratoga Race Course yesterday."
"2","Different world","NEWPORT, Vt. -- Lisa Klefos can't quite remember whether it was city life that drove her out of Boston or the beauty of Vermont's Northeast Kingdom that drew her up-country. It was either a combination of  quot;drivers, politics, and taxes quot; that made it time for her to leave, or it is the overwhelming beauty of the Lake Memphremagog region she ..."
"2","Vendt's quest quashed","ATHENS -- Erik Vendt's Olympics ended in the morning yesterday, when he ran out of gas in the preliminaries and failed to qualify for tonight's final of the 1,500-meter freestyle, where he's the world bronze medalist."
"2","Cannons find target in rout","The Boston Cannons said they weren't looking for revenge last night against the Baltimore Bayhawks, who drubbed the Cannons in their penultimate game of the season. That's what they said."
"2","Heyl's spirits still afloat","ATHENS -- Brett Heyl, the Norwich, Vt., native who had hopes of making the finals of the men's slalom kayak event, finished 12th in the morning heat yesterday, dropping him from the finals."
"2","Japan's Ueno pitcher perfect vs. China","ATHENS -- Yukiko Ueno pitched the first perfect game in Olympic softball history, leading Japan to a 2-0 win over China yesterday and a spot in the semifinals."
"2","Distant memory in 10,000","ATHENS -- The two best 10,000-meter runners in history, two slender athletes from an impoverished country, met on the greatest stage of them all last night to decide if the new truly had surpassed the old."
"2","Wadlow, Spaulding finally get a windfall","ATHENS -- The fastest 49er on the Saronic Gulf yesterday was the one with the American flag spinnaker."
"2","For Hall, a splash and dash to another gold","ATHENS -- The defending champ took the blocks as if he were Apollo Creed last night, dressed in a star-spangled robe and trunks and brandishing his clasped hands like a prizefighter. And then Gary Hall Jr. went out and knocked the rest of the swimming world on its backside again, winning the 50-meter freestyle by a hundredth of a second ..."
"2","Greece Soul Searches, Phelps Nears Record","ATHENS (Reuters) - Greece, an ancient nation, searched its soul over a new doping scandal on Saturday while Michael Phelps, a fresh-faced American teenager, prepared to enter the Olympic record books without having to swim a stroke. "
"2","Power outage wreaks havoc in Bronx","Perhaps it won #39;t rank in the memory banks of New Yorkers to the extent the 1965, 1977 or 2003 blackouts do, but for the 53,530 in attendance at Yankee Stadium for Friday #39;s game against the Anaheim Angels, the unplugged ..."
"2","Emmons gives it best shot","It would #39;ve been understandable if American Matt Emmons had a bad first Olympic experience. The way things had been going, he seemed destined for that. "
"2","Mets lose Trach in field","SAN FRANCISCO - Steve Trachsel lasted only four innings and the Mets committed three errors in a 7-3 loss to the Giants last night at SBC Park. "
"2","NL notables","Expos first baseman Nick Johnson was hit on the side of the head by a hard grounder in the third inning and was carried off the field on a stretcher. Johnson immediately went down face first onto the infield. The Expos said Johnson never lost ..."
"1","Murder police carry out searches","Police investigating the murder of a woman in south-west London carry out house-to-house inquiries."
"4","Report asserts Kazaa makes the rules","Setting aside Sharman Networks #39; objections, an Australian judge accepted last Friday an affidavit with potentially damaging assertions about Kazaa #39;s handling of copyrighted material."
"4","Congress Wants Rights Board","Key members of Congress and the 9/11 commission make it clear that a federal board to protect civil liberties in the age of terrorism is not optional. But they're struggling to figure out how to establish it. By Ryan Singel."
"4","Apple in iTunes.co.uk cybersquatting row","Apple has been accused of bullying tactics in its battle to force a small UK firm to hand over ownership of the iTunes.co.uk web address."
"4","You're Athletes, Not Journalists","Olympians can do media interviews but they'd better not blog. The International Olympic Committee, interested in protecting lucrative broadcasting contracts, forbids any activity that might upset the networks."
"1","Truckers defy Kathmandu blockade","More lorry drivers are bringing supplies to Nepal's capital in defiance of an indefinite blockade by Maoist rebels."
